City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,pavlodar,52.3,76.95,24.89,50,0,5.0,KZ,1749265683
364,alo,6.5486,4.2686,25.59,87,91,1.46,NG,1749265685
365,humahuaca,-23.2054,-65.3505,7.61,38,2,1.67,AR,1749265686
366,colonia,50.9333,6.95,14.13,90,0,1.54,DE,1749265687
367,castillos,-34.1667,-53.8333,7.58,76,100,1.01,UY,1749265688
368,qulsary,46.9531,54.0198,21.64,51,52,2.93,KZ,1749265690
369,trairi,-3.2778,-39.2689,24.49,88,70,3.68,BR,1749265691
370,melenki,55.3343,41.6295,17.66,94,63,1.88,RU,1749265692
371,tvoroyri,61.5556,-6.8111,7.77,85,99,8.38,FO,1749265693
372,sumbawa besar,-8.5,117.4333,30.22,64,89,3.73,ID,1749265694
373,fauske,67.2588,15.3918,8.86,83,84,0.47,NO,1749265696
374,mossel bay,-34.1831,22.146,16.51,40,99,3.45,ZA,1749265697
375,oyem,1.5995,11.5793,18.97,99,31,0.85,GA,1749265698
376,gotsucho,35.0,132.2167,25.17,60,100,2.27,JP,1749265699
377,ocean city,39.2776,-74.5746,21.1,91,99,1.34,US,1749265700
378,cuprija,43.9275,21.37,17.37,87,1,2.12,RS,1749265701
379,sabha,27.0377,14.4283,28.7,20,25,2.04,LY,1749265702
380,nar'yan-mar,67.6713,53.087,13.56,74,95,4.7,RU,1749265703
381,rio grande,-32.035,-52.0986,10.6,71,45,1.73,BR,1749265704
382,jeremie,18.65,-74.1167,26.11,83,100,1.09,HT,1749265705
383,hotan,37.0997,79.9269,31.48,7,0,3.08,CN,1749265706
384,sitia,35.2,26.0986,21.42,67,0,2.57,GR,1749265708
385,yarrawonga,-36.0167,146.0,11.16,78,91,6.7,AU,1749265709
386,yoakum,29.2878,-97.1519,26.99,78,0,6.09,US,1749265710
387,caleta de carquin,-11.0925,-77.6267,18.43,82,63,4.88,PE,1749265711
388,holualoa,19.6228,-155.9522,25.1,74,95,0.45,US,1749265712
389,utrik,11.2278,169.8474,27.93,76,96,3.46,MH,1749265713
390,tazovsky,67.4667,78.7,3.04,77,68,4.51,RU,1749265714
391,acarau,-2.8856,-40.12,24.66,90,98,5.03,BR,1749265715
392,lerwick,60.1545,-1.1494,9.19,86,100,4.14,GB,1749265716
393,guijuelo,40.5576,-5.6707,11.14,86,14,0.8,ES,1749265717
394,chegdomyn,51.1167,133.0167,8.44,90,100,1.17,RU,1749265719
395,castlegar,49.2998,-117.6689,22.95,51,49,2.04,CA,1749265514
396,seydi,39.4816,62.9137,26.01,20,0,4.58,TM,1749265723
397,korla,41.7597,86.1469,30.36,18,42,5.54,CN,1749265724
398,port shepstone,-30.7414,30.455,20.41,48,0,4.18,ZA,1749265726
399,nadi,-17.8,177.4167,28.0,54,20,5.66,FJ,1749265727
400,roquetas de mar,36.7642,-2.6148,21.45,83,0,0.87,ES,1749265728
401,port douglas,-16.4833,145.4667,24.24,75,39,3.2,AU,1749265729
402,balabac,7.9868,117.0645,26.23,90,100,6.57,PH,1749265730
403,chenzhou,25.8,113.0333,34.1,54,32,1.94,CN,1749265731
404,tofol,5.3248,163.0078,27.88,83,75,3.6,FM,1749265732
405,san jose del guaviare,2.5729,-72.6459,17.77,98,99,0.45,CO,1749265734
406,nyurba,63.2842,118.3319,13.73,31,48,4.36,RU,1749265735
407,turpan,42.9333,89.1667,35.5,17,5,1.23,CN,1749265736
408,yanam,16.7333,82.2167,32.93,51,100,2.8,IN,1749265737
409,biloela,-24.4167,150.5,22.8,43,89,3.5,AU,1749265738
410,zunyi,27.6867,106.9072,23.41,92,100,0.71,CN,1749265739
411,wuwei,37.9281,102.6414,26.55,19,100,4.28,CN,1749265740
412,tabou,4.423,-7.3528,25.17,89,98,3.03,CI,1749265741
413,el nido,11.1858,119.3956,27.41,93,97,5.1,PH,1749265742
414,qa'en,33.7265,59.1844,17.84,49,3,3.5,IR,1749265743
415,fort bragg,35.139,-79.006,26.91,76,0,1.54,US,1749265744
416,narvik,68.4384,17.4272,9.1,91,12,1.17,NO,1749265746
417,falmouth,50.1544,-5.0711,12.32,95,75,5.14,GB,1749265747
418,sumbe,-11.2061,13.8437,22.04,89,19,2.0,AO,1749265748
419,tamanrasset,22.785,5.5228,22.95,38,40,4.63,DZ,1749265749
420,corner brook,48.9667,-57.9484,13.29,95,96,0.28,CA,1749265750
421,thunder bay,48.4001,-89.3168,9.18,68,50,0.79,CA,1749265752
422,villa gesell,-37.2639,-56.973,9.71,61,2,1.91,AR,1749265753
423,dryden,49.7833,-92.7503,15.28,40,43,2.09,CA,1749265754
424,alotau,-10.3069,150.4462,26.04,67,100,2.11,PG,1749265755
425,verkhnevilyuysk,63.4453,120.3167,13.81,32,53,4.13,RU,1749265756
426,oriximina,-1.7656,-55.8661,24.41,92,86,2.0,BR,1749265757
427,pandan,14.0453,124.1694,29.06,78,100,3.26,PH,1749265758
428,brookings,44.3114,-96.7984,17.0,77,100,2.57,US,1749265488
429,koster,-25.863,26.8976,7.53,77,0,2.33,ZA,1749265761
430,puerto real,36.5282,-6.1901,19.03,82,0,1.54,ES,1749265762
431,melfi,40.9965,15.6514,16.89,61,0,3.3,IT,1749265763
432,batavia,41.85,-88.3126,18.38,49,0,2.06,US,1749265764
433,omdurman,15.6445,32.4777,30.76,13,3,5.06,SD,1749265765
434,kenai,60.5544,-151.2583,13.05,50,100,2.06,US,1749265766
435,aripuana,-9.1667,-60.6333,25.09,64,59,0.65,BR,1749265767
436,tindouf,27.6711,-8.1474,26.29,22,19,2.78,DZ,1749265768
437,darhan,49.4867,105.9228,20.94,27,5,0.73,MN,1749265769
438,alofi,-19.0595,-169.9187,26.94,83,75,3.09,NU,1749265770
439,hadibu,12.65,54.0333,27.01,80,92,6.38,YE,1749265772
440,kone,-21.0595,164.8658,26.17,41,0,3.11,NC,1749265773
441,timaru,-44.4,171.25,5.6,85,100,3.58,NZ,1749265774
442,puerto santa,-8.9906,-78.6456,18.95,85,38,5.17,PE,1749265775
443,antofagasta,-23.65,-70.4,14.6,87,47,2.38,CL,1749265776
444,zouerate,22.7187,-12.4521,22.02,47,0,4.8,MR,1749265777
445,alice springs,-23.7,133.8833,17.75,48,0,4.63,AU,1749265778
446,poronaysk,49.2167,143.1167,11.06,80,95,3.53,RU,1749265779
447,kirakira,-10.4544,161.9205,27.61,70,100,3.6,SB,1749265780
448,jayapura,-2.5333,140.7,30.66,60,86,2.29,ID,1749265782
449,makurazaki,31.2667,130.3167,26.34,61,51,4.53,JP,1749265783
450,kalaoa,19.7286,-155.9817,24.3,77,91,1.34,US,1749265784
451,bengkulu,-3.8004,102.2655,28.21,65,100,0.39,ID,1749265785
452,makassar,-5.14,119.4221,27.03,94,40,3.09,ID,1749265786
453,vilyuysk,63.7553,121.6247,14.2,38,66,4.7,RU,1749265787
454,adigrat,14.277,39.462,14.59,52,83,2.22,ET,1749265788
455,beyneu,45.3167,55.2,20.31,57,46,2.61,KZ,1749265789
456,uttarkashi,30.7333,78.45,22.65,43,0,1.26,IN,1749265790
457,shibetsu,43.659,145.132,18.51,71,100,7.17,JP,1749265791
458,port moresby,-9.4431,147.1797,28.05,68,38,7.86,PG,1749265792
459,newman,37.3138,-121.0208,28.35,48,0,2.68,US,1749265794
460,saint-denis,48.9167,2.3333,15.43,81,100,6.69,FR,1749265795
461,obo,5.3998,26.4869,19.17,80,35,1.23,CF,1749265796
462,parun,35.4207,70.9221,11.54,50,2,1.3,AF,1749265797
463,cidreira,-30.1811,-50.2056,12.44,79,47,1.23,BR,1749265798
464,duyun,26.2667,107.5167,24.88,85,100,2.68,CN,1749265799
465,bela,25.9333,81.9833,36.79,17,0,3.39,IN,1749265800
466,ingenio la esperanza,-24.2255,-64.839,16.14,81,66,1.77,AR,1749265801
467,rio gallegos,-51.6226,-69.2181,7.03,87,0,3.09,AR,1749265802
468,afaahiti,-17.75,-149.2833,25.21,85,100,7.7,PF,1749265803
469,wellington,-41.2866,174.7756,8.81,76,75,16.46,NZ,1749265805
470,galliano,29.4422,-90.2992,28.0,74,40,4.12,US,1749265806
471,papa,47.33,17.4674,14.96,88,0,1.03,HU,1749265807
472,veraval,20.9,70.3667,29.46,74,0,3.5,IN,1749265808
473,dakhla,23.6848,-15.958,18.09,93,4,7.13,EH,1749265809
474,lazaro cardenas,17.9583,-102.2,28.44,78,84,1.36,MX,1749265810
475,robore,-18.3333,-59.75,22.15,69,85,1.16,BO,1749265811
476,nagqu,31.5,92.0,2.48,89,100,3.81,CN,1749265812
477,saint-joseph,-21.3667,55.6167,21.21,79,28,6.1,RE,1749265815
478,ponta delgada,37.7333,-25.6667,18.44,82,20,0.51,PT,1749265816
479,general pinedo,-27.3167,-61.2833,12.75,82,0,3.55,AR,1749265817
480,sisimiut,66.9395,-53.6735,1.42,90,98,1.03,GL,1749265818
481,camaguey,21.3808,-77.9169,26.19,83,76,4.12,CU,1749265819
482,fayetteville,35.0527,-78.8784,27.29,78,0,3.09,US,1749265652
483,sefwi wiawso,6.2044,-2.4886,22.26,99,69,0.72,GH,1749265821
484,itapecuru mirim,-3.3925,-44.3586,23.42,96,25,1.37,BR,1749265822
485,christchurch,-43.5333,172.6333,6.64,75,40,7.72,NZ,1749265775
486,uruzgan,32.8333,66.0,25.23,17,1,0.65,AF,1749265824
487,nyrob,60.733,56.7202,13.82,63,81,2.73,RU,1749265825
488,akure,7.2526,5.1931,22.12,99,100,1.22,NG,1749265827
489,malvan,16.0667,73.4667,28.98,73,36,2.6,IN,1749265828
490,xishan,27.6667,113.5,33.7,58,6,3.39,CN,1749265829
491,ridgecrest,35.6225,-117.6709,33.92,12,0,3.6,US,1749265830
492,mount pearl,47.5166,-52.7813,14.62,93,100,2.73,CA,1749265831
493,ulladulla,-35.35,150.4667,15.08,65,5,7.91,AU,1749265832
494,yemva,62.59,50.8594,14.71,83,100,2.7,RU,1749265833
495,kailua-kona,19.6406,-155.9956,27.17,75,94,1.34,US,1749265834
496,carbonear,47.7332,-53.2148,15.08,94,100,3.46,CA,1749265835
497,portland,45.5234,-122.6762,26.45,55,25,2.24,US,1749265058
498,aizawl,23.7333,92.7167,28.61,63,11,0.53,IN,1749265837
499,bayanhongor,46.7167,100.1167,12.8,51,71,1.77,MN,1749265839
500,quelimane,-17.8786,36.8883,17.76,97,16,1.64,MZ,1749265840
501,fedorovka,53.6314,62.7078,16.96,52,4,6.97,KZ,1749265841
502,nantucket,41.2835,-70.0995,16.19,100,100,4.63,US,1749265842
503,kismayo,-0.3582,42.5454,24.92,86,63,6.16,SO,1749265843
504,kokkola,63.8385,23.1307,12.8,93,40,2.57,FI,1749265844
505,awjilah,29.1081,21.2869,24.39,29,5,2.93,LY,1749265845
506,springbok,-29.6643,17.8865,7.42,56,100,1.43,ZA,1749265846
507,remire-montjoly,4.9167,-52.2667,25.02,94,40,0.51,GF,1749265847
508,altamira,-3.2033,-52.2064,24.51,86,100,0.75,BR,1749265848
509,melfort,52.8667,-104.6177,21.24,38,100,6.63,CA,1749265849
510,hwangju-up,38.6703,125.7761,24.65,67,97,2.16,KP,1749265851
511,banda aceh,5.5577,95.3222,28.31,74,99,6.02,ID,1749265852
512,brownfield,33.1812,-102.2744,23.51,74,100,9.86,US,1749265853
513,malango,-2.9627,119.9001,27.6,60,34,1.72,ID,1749265854
514,tsiombe,-25.3,45.4833,17.42,84,0,1.73,MG,1749265855
515,koungheul,13.9833,-14.8,29.54,50,18,4.41,SN,1749265856
516,kasongo-lunda,-6.4667,16.8167,20.03,70,0,0.02,CD,1749265857
517,esikhaleni,-28.871,31.8996,18.98,48,0,2.78,ZA,1749265858
518,smithers,54.7804,-127.1743,16.61,43,3,3.09,CA,1749265802
519,katima mulilo,-17.5,24.2667,12.0,58,0,2.69,NA,1749265860
520,paraiso,9.8383,-83.8656,19.68,91,100,1.92,CR,1749265861
521,kristiansund,63.1115,7.732,8.36,81,100,2.57,NO,1749265863
522,atoyac de alvarez,17.2,-100.4333,26.46,88,38,1.95,MX,1749265864
523,nouadhibou,20.931,-17.0347,18.09,86,0,9.15,MR,1749265865
524,fuxin,42.0156,121.6589,25.21,26,0,4.2,CN,1749265866
525,berdigestyakh,62.0989,126.6992,15.55,61,100,3.73,RU,1749265867
526,okhotsk,59.3833,143.3,6.43,89,100,2.15,RU,1749265868
527,stara syniava,49.6032,27.6191,16.84,88,0,2.33,UA,1749265869
528,spas-demensk,54.4122,34.0226,16.66,96,60,2.02,RU,1749265870
529,petauke,-14.2426,31.3253,13.6,72,0,2.11,ZM,1749265871
530,walvis bay,-22.9575,14.5053,13.13,79,0,2.02,NA,1749265872
531,amahai,-3.3333,128.9167,28.47,86,100,3.22,ID,1749265873
532,ust-tsilma,65.441,52.1498,15.96,70,91,2.95,RU,1749265875
533,guiratinga,-16.3494,-53.7583,20.27,57,99,1.16,BR,1749265876
534,palanga,55.9175,21.0686,14.01,82,0,4.12,LT,1749265877
535,shingu,33.7333,135.9833,25.95,58,100,2.76,JP,1749265878
536,amga,60.8953,131.9608,18.16,56,100,1.05,RU,1749265879
537,kawant,22.1,74.05,31.87,55,0,4.03,IN,1749265880
538,vadso,70.0744,29.7487,12.09,76,64,2.06,NO,1749265881
539,jalai nur,49.45,117.7,21.37,30,81,5.3,CN,1749265882
540,kerikeri,-35.2268,173.9474,11.56,85,20,3.23,NZ,1749265883
541,sept-iles,50.2001,-66.3821,15.59,57,100,0.45,CA,1749265884
542,sosnovo-ozerskoye,52.5249,111.5418,18.98,27,1,6.73,RU,1749265886
543,hammerfest,70.6634,23.6821,9.25,87,40,1.54,NO,1749265887
544,flying fish cove,-10.4217,105.6791,27.82,83,99,4.63,CX,1749265889
545,kolokani,13.5728,-8.0339,29.09,48,4,2.8,ML,1749265891
546,mata-utu,-13.2816,-176.1745,26.76,82,100,5.74,WF,1749265892
547,ati,13.2154,18.3353,30.79,33,68,2.74,TD,1749265894
548,onega,63.9061,38.1404,12.62,98,100,1.14,RU,1749265895
549,taitung city,22.7583,121.1444,31.15,79,20,3.6,TW,1749265896
550,nogliki,51.8333,143.1667,8.17,78,100,2.49,RU,1749265897
551,ardakan,32.31,54.0175,21.81,24,0,4.35,IR,1749265898
552,shohimardon,39.9839,71.8028,17.3,73,100,0.75,UZ,1749265899
553,olovyannaya,50.95,115.5667,21.36,25,8,7.14,RU,1749265900
554,nanning,22.8167,108.3167,32.17,66,20,4.06,CN,1749265901
555,new norfolk,-42.7826,147.0587,11.63,80,69,1.95,AU,1749265902
556,merritt,50.1123,-120.7942,22.4,47,99,2.24,CA,1749265903
557,callao,-12.0667,-77.15,18.18,88,75,5.14,PE,1749265904
558,devils lake,48.1128,-98.8651,17.99,55,0,3.6,US,1749265815
559,chervonopartyzans'k,48.0761,39.7962,16.22,65,14,2.04,UA,1749265907
560,natal,-5.795,-35.2094,23.36,94,20,1.54,BR,1749265908
561,baker city,44.7749,-117.8344,22.84,40,0,1.54,US,1749265909
562,maralal,1.0968,36.698,12.99,90,98,1.58,KE,1749265910
563,goseong,34.9763,128.3236,27.4,43,100,3.92,KR,1749265699
564,iquique,-20.2208,-70.1431,17.05,83,100,2.94,CL,1749265912
565,great falls,47.5002,-111.3008,20.93,33,0,7.2,US,1749265913
566,catia la mar,10.6038,-67.0303,25.11,73,20,1.54,VE,1749265914
567,westport,41.1415,-73.3579,22.4,84,20,2.06,US,1749265915
568,nishinoomote,30.7333,131.0,26.24,68,40,4.24,JP,1749265916
569,olinda,-8.0089,-34.8553,23.85,94,40,2.06,BR,1749265917
